id,plant_name,au_hardiness_zone,sow_to_seedling,seedling_to_harvest,harvest_window,watering_frequency,key_activities,created_at,growth_multiplier,extra_care,updated_at,plant_category,climate_note,unsuitable_zone
31343030-9ae4-4ac7-8599-2d9fb89aa1ef,Cherry,10a,365,1460,21,4,"[{""timing"":60,""activity"":""Apply dormant spray"",""details"":""Copper spray in June-July while leafless. Brown rot is a serious risk in zone 10 where humidity can be higher than in cool growing regions."",""category"":""pest""},{""timing"":365,""activity"":""Prune to open vase form"",""details"":""Keep trees small (under 3m) for easy netting. Summer prune after harvest. Shade cloth can be used to provide some temperature reduction during fruit development."",""category"":""pruning""},{""timing"":1095,""activity"":""Net at petal fall"",""details"":""In zone 10 marginal areas, the crop is small and precious. Net from petal fall (not just at colour) to protect any fruit that sets."",""category"":""planting""},{""timing"":1460,""activity"":""Begin harvesting fruit when ripe"",""details"":""Fruiting may be erratic in zone 10a. Harvest any fruit that develops at first sign of colour change — leaving fruit too long in warm conditions causes rapid deterioration."",""category"":""harvest""}]",2026-05-20 05:32:09.874561,0.85,Very marginal — low-chill varieties only in coolest spots; Unreliable fruiting,2026-05-20 05:32:09.874561+00,perennial_tree,Requires 700-1000+ chill hours for most varieties. Among the most chill-demanding fruit trees. Needs a pollination partner (most varieties). Net for birds before harvest.,False
31a2db06-0412-40d7-9f11-7363982aa1c5,Blueberry,12b,30,730,45,2,"[{""timing"":90,""activity"":""Check chill hour accumulation"",""details"":""Adapted for zone 12b (Not suitable). Track minimum overnight temperatures June-August. If temperatures stay above 7°C consistently, the plant will not set fruit well the following season. Warm winters are the primary limiting factor in zone 11."",""category"":""planting""},{""timing"":365,""activity"":""Do a light annual prune"",""details"":""Adapted for zone 12b (Not suitable). Remove any dead or crossing wood. Minimal pruning in subtropical zones — plants grow vigorously but need energy directed to fruiting. Do not remove more than 20% of canes per year."",""category"":""pruning""},{""timing"":730,""activity"":""Harvest early in the morning"",""details"":""Adapted for zone 12b (Not suitable). Fruit matures quickly in subtropical warmth. Harvest every 2-3 days. Refrigerate immediately. Net before any colour develops — birds locate fruit before visible ripeness."",""category"":""harvest""}]",2026-05-20 05:31:56.55794,0.0,Not suitable,2026-05-20 05:31:56.55794+00,perennial_shrub,Soil pH 4.5-5.5 is critical — most Australian soils need acidification. Needs cross-pollination from a second variety. Chill hour requirements vary dramatically by variety.,True
32d84134-9a48-45b1-83a3-deb6fdd3f287,Spinach,9b,7,40,21,2,"[{""timing"":14,""activity"":""Apply nitrogen when thinning"",""details"":""Liquid fish emulsion or diluted blood and bone after thinning. Spinach is a moderately heavy feeder — nitrogen drives leaf production. One or two applications through the season is sufficient."",""category"":""fertilizing""},{""timing"":30,""activity"":""Begin outer-leaf harvest at 20cm height"",""details"":""Harvest outer leaves by cutting at the base when the plant reaches 20cm. Leave the central growing tip intact — the plant regrows for 2-3 more harvests before bolting."",""category"":""harvest""},{""timing"":40,""activity"":""Remove at first bolt"",""details"":""Once the central flower stalk begins to elongate, remove the entire plant. Bolted spinach is bitter and unpalatable within hours. Resow immediately from the succession sowing already in place."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,1.05,Cool season emphasis — bolts in heat,2026-05-20 05:30:12.394151+00,annual_vegetable,Most bolt-prone cool-season vegetable. Bolts within days of temperatures exceeding 20°C. Asian (Malabar) spinach is an excellent heat-tolerant substitute in warm zones.,False
33760273-9da9-49c4-a6e9-346dd23e9c22,Radish,11a,5,25,10,3,"[{""timing"":7,""activity"":""Thin to 5cm"",""details"":""Thin at 2 true leaves. In warm zones overcrowding causes even faster deterioration."",""category"":""planting""},{""timing"":20,""activity"":""Check from 15 days — harvest small"",""details"":""In subtropical and tropical zones radish matures even faster than in zone 10. Start checking at 15 days. Harvest at 1.5-2cm diameter — smaller than cool zone radish but less likely to be pithy."",""category"":""harvest""},{""timing"":25,""activity"":""Harvest all before wet season or heat returns"",""details"":""Do not leave radish in the ground as temperatures rise. Harvest all plants by September. Wet season humidity causes immediate root rot."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,0.85,Cool dry season — April to September,2026-05-20 05:30:48.020298+00,annual_vegetable,"Fastest vegetable in the garden (25-35 days). Bolts and becomes hot/woody in heat. Harvest promptly at correct size — even 3-4 days too late produces pithy, harsh radish.",False
34108b79-eb51-4f4a-9113-5264063073e0,Cauliflower,8b,10,80,14,3,"[{""timing"":14,""activity"":""Apply fertiliser"",""details"":""Blood and bone at 120g/m² or ammonium sulfate at 40g/m². Side-dress again at 4 and 8 weeks. Consistent nitrogen drives head development. Any yellowing of leaves signals nitrogen deficiency — correct immediately."",""category"":""fertilizing""},{""timing"":30,""activity"":""Blanch the curd as it develops"",""details"":""When the curd (head) begins to form (visible white dome 2-3cm across), tie the largest outer leaves over it with a rubber band or soft string. This protects from sunlight which yellows and bitters the curd — blanching keeps it white and mild."",""category"":""planting""},{""timing"":60,""activity"":""Check for caterpillars under leaf cover"",""details"":""Cabbage white caterpillars hide in the outer leaves. Check twice weekly and apply Bt spray. Caterpillar damage inside tied leaves is not visible until harvest."",""category"":""pest""},{""timing"":80,""activity"":""Harvest before curd separates"",""details"":""Cut when the curd is solid, white and compact. Once the surface begins to look \""ricey\"" (separated florets) it is past peak. In cool zones cauliflower holds on the plant for 1-2 weeks — in warm conditions it must be harvested immediately."",""category"":""harvest""}]",2026-05-20 05:31:13.279208,1.05,Spring and autumn crop,2026-05-20 05:31:13.279208+00,annual_vegetable,More cold-sensitive than broccoli. The curd (head) must be blanched by tying outer leaves over it to prevent yellowing and bitterness in sunny conditions.,False
34677b81-f296-4a1d-b6b7-385ea8f656e0,Apple,8a,365,1460,60,3,"[{""timing"":60,""activity"":""Apply dormant copper spray"",""details"":""While tree is leafless spray with Bordeaux mixture or copper hydroxide to prevent fungal diseases including brown rot and leaf curl. Cover all bark and buds thoroughly."",""category"":""pest""},{""timing"":365,""activity"":""Do formative pruning in winter"",""details"":""In the first and second winter, prune to an open-vase or central-leader shape. Remove crossing branches. Keep cuts clean and angled. Do not remove more than 25% of canopy in one season."",""category"":""pruning""},{""timing"":730,""activity"":""Thin fruitlets in spring"",""details"":""When fruitlets reach marble size (2-3cm), thin to one fruit per cluster and space remaining fruit 15-20cm apart. Heavy thinning improves size and prevents biennial bearing. Scheduled from approximately year 2 after planting."",""category"":""harvest""},{""timing"":1460,""activity"":""Harvest when mature"",""details"":""Pick when fruit separates easily with a slight upward twist. Cool temperate apples (Granny Smith, Jonathon) ripen April-June. Store in cool conditions immediately."",""category"":""harvest""}]",2026-05-20 05:32:00.24503,1.1,Apply dormant copper spray; Protect blossom from late frost,2026-05-20 05:32:00.24503+00,perennial_tree,"Requires 500-1000+ chill hours. Standard varieties fail in zones 11b+. Low-chill varieties (Anna, Dorsett Golden) possible in zone 11a only.",False
34975fac-f332-4d76-a871-2d752c1965e7,Carrot,12b,14,75,21,3,"[{""timing"":21,""activity"":""Thin to 5cm"",""details"":""Thin as soon as seedlings are identifiable. In warm zones overcrowding is even more damaging than in cool zones — thinning to 5cm spacing is essential for any root development."",""category"":""planting""},{""timing"":55,""activity"":""Begin harvesting small leaves regularly"",""details"":""In warm zones carrots mature faster and stay at peak quality for a shorter window. Start tasting at 10 weeks (smaller, sweeter). Do not leave in the ground into the wet season."",""category"":""harvest""},{""timing"":75,""activity"":""Complete harvest before wet season"",""details"":""Harvest all remaining carrots by September in tropical zones before monsoon rains waterlog the bed. Small roots are fine — better than leaving them to rot."",""category"":""harvest""}]",2026-05-20 05:30:43.31306,0.85,Dry season only,2026-05-20 05:30:43.31306+00,annual_vegetable,"Direct sow — resent transplanting. Deep, loose, stone-free soil essential. Cold improves sweetness (converts starch to sugar).",False
34cae80a-26ee-4e96-82fb-ece6e7befb66,Asparagus,11a,21,730,60,3,"[{""timing"":180,""activity"":""Provide shade and water during summer heat"",""details"":""In zone 11, summer heat partially replaces cold dormancy. Cut back fronds when they yellow. Apply heavy mulch (sugar cane or lucerne) to protect crowns. Water consistently."",""category"":""pruning""},{""timing"":730,""activity"":""Harvest conservatively"",""details"":""Harvest for 4-6 weeks only (shorter than cool zones). Spear quality and yield will be lower than in cool-temperate zones. Stop at first sign of spear thinning."",""category"":""harvest""}]",2026-05-20 05:31:51.095139,0.85,Reduced yield without strong dormancy — manage plant stress carefully,2026-05-20 05:31:51.095139+00,perennial_vegetable,Perennial — do not harvest in year 1 (cool zones) or years 1-2 (warm zones). Requires winter dormancy for reliable annual cropping.,False
35144705-8a58-4bde-87fd-2ebc68436549,Papaya,11a,60,270,180,2,"[{""timing"":30,""activity"":""Identify and thin to hermaphrodite plant"",""details"":""Hermaphrodite papaya produces fruit without a pollinator. Identify by flower type when first flowers appear (4-5 months): hermaphrodite flowers emerge directly from trunk. Remove all males immediately. Keep one hermaphrodite."",""category"":""planting""},{""timing"":180,""activity"":""Prune to keep height below 2.5m"",""details"":""When trunk reaches 2m, cut back to encourage branching and maintain accessible harvest height. Suckers from the base can replace aging main trunks. Replace trees after 3-4 years when trunk becomes tall and production declines."",""category"":""pruning""},{""timing"":365,""activity"":""Harvest when 20-30% yellow — ripen off tree"",""details"":""In tropical zones papaya is produced year-round. Harvest individual fruit when skin starts to colour (20-30% yellow). In tropical heat the fruit completes ripening within 3-5 days at room temperature. Do not leave fully ripe fruit on the tree in wet season heat — it ferments quickly."",""category"":""harvest""}]",2026-05-20 05:32:46.912776,1.05,Excellent — subtropical ideal range,2026-05-20 05:32:46.912776+00,perennial_tree,"Fast-growing tropical/subtropical tree. Short-lived (3-5 years productive). May include hermaphrodite, male or female plants from seed — hermaphrodite produces best fruit. Water-sensitive — do not waterlog.",False
354b70f1-cc89-4d2c-8b6e-24798d539fbf,Davidson Plum,8a,365,1825,30,3,"[{""timing"":60,""activity"":""Mulch deeply and water in dry periods"",""details"":""Apply 15cm organic mulch from trunk to drip line. Davidson Plum evolved in high-rainfall rainforest — it needs consistent moisture, especially in the first 3 years of establishment."",""category"":""planting""},{""timing"":180,""activity"":""Apply native plant fertiliser"",""details"":""Use a low-phosphorus native plant fertiliser (phosphorus toxicity kills many Australian natives). Apply in spring and summer. In cool zones, avoid late-season fertiliser that promotes frost-vulnerable new growth."",""category"":""fertilizing""},{""timing"":1095,""activity"":""Prune minimally for form"",""details"":""Davidson Plum naturally forms a multi-stemmed shrubby tree. Remove dead wood and crossing branches only. In cooler zones, avoid hard pruning — the tree grows slowly and regenerates slowly."",""category"":""pruning""},{""timing"":1825,""activity"":""Harvest fruit before birds take them"",""details"":""Dark purple-red berries are unmistakably ripe when deep in colour and soft. In cool zone conditions, the harvest window is short — birds and fruit bats find fruit quickly. Net if possible."",""category"":""harvest""}]",2026-05-20 05:32:29.807707,0.0,Not suitable — frost damage,2026-05-20 05:32:29.807707+00,perennial_tree,"Australian subtropical rainforest native. Takes 5-8 years to fruit from seed; 3-4 from cutting. Fruit is extremely sour (high vitamin C) — used in jams, sauces and beverages. Tolerates shade.",True
35db010b-6240-44a6-a544-a08ba6646300,Pear,11a,365,1460,30,5,"[{""timing"":60,""activity"":""Apply dormant copper spray"",""details"":""Adapted for zone 11a (Not suitable — insufficient chill hours). Apply copper while leafless. Pear scab management is important even in zone 10."",""category"":""pest""},{""timing"":365,""activity"":""Do a minimal winter prune"",""details"":""Adapted for zone 11a (Not suitable — insufficient chill hours). Low-chill pears in zone 10 grow less vigorously than in cool zones. Prune conservatively — remove crossing branches and dead wood only in years 1-4, then moderate spur thinning from year 5."",""category"":""pruning""},{""timing"":730,""activity"":""Thin lightly"",""details"":""Adapted for zone 11a (Not suitable — insufficient chill hours). Thin to one fruit per cluster. Low-chill varieties in zone 10 may set less fruit than in cool zones — thin conservatively."",""category"":""harvest""},{""timing"":1460,""activity"":""Pick firm and ripen off tree"",""details"":""Adapted for zone 11a (Not suitable — insufficient chill hours). Same principle as cool zones — pick firm and ripen at room temperature. Nashi (Asian pear) is an exception — it is eaten crunchy, directly from the tree."",""category"":""harvest""}]",2026-05-20 05:32:03.328187,0.0,Not suitable — insufficient chill hours,2026-05-20 05:32:03.328187+00,perennial_tree,Requires more chill hours than apple (600-1500+ hours depending on variety). Needs a cross-pollination partner. Pears are picked hard (before soft) and ripened off the tree — unlike most fruit.,True
35dca33a-2118-49d1-a370-3aea7d16c66d,Strawberry,12b,30,180,45,2,"[{""timing"":90,""activity"":""Net when colour begins"",""details"":""Adapted for zone 12b (Not suitable). Bird pressure in subtropical zones is high. Net completely before any colour development."",""category"":""pest""},{""timing"":120,""activity"":""Check for botrytis and spider mites"",""details"":""Adapted for zone 12b (Not suitable). Subtropical conditions promote both grey mould (in humid periods) and spider mite (in dry heat). Manage drainage for botrytis; forceful water sprays on leaf undersides for mites."",""category"":""pest""},{""timing"":180,""activity"":""Harvest September-October before heat returns"",""details"":""Adapted for zone 12b (Not suitable). In zone 11, the harvest window is September-October. Harvest daily. Once sustained temperatures above 28°C arrive, production effectively ends. Pull plants in December and compost — replant runners the following June."",""category"":""harvest""}]",2026-05-20 05:31:54.805953,0.75,Not suitable,2026-05-20 05:31:54.805953+00,perennial_shrub,"Grown from runners (not seed). Plant crowns in autumn, harvest spring. Replace plants every 2-3 years — older plants have lower yield. Protect from birds and slugs at fruit set.",True
3613300d-4a44-4b6d-b208-80ce3c3763f8,Kiwifruit,10b,365,1825,30,3,"[{""timing"":60,""activity"":""Train single trunk"",""details"":""Adapted for zone 10b (Marginal in warm zone 10b). Same structural training as cool zones — single trunk to trellis top in year 1. Side growth controlled rigorously."",""category"":""pruning""},{""timing"":365,""activity"":""Undertake aggressive summer pruning"",""details"":""Adapted for zone 10b (Marginal in warm zone 10b). In zone 10a, vigorous growth from warm summers must be controlled by consistent summer pruning. Remove all non-fruiting growth from the fruiting zone."",""category"":""pruning""},{""timing"":730,""activity"":""Do a winter dormant prune"",""details"":""Adapted for zone 10b (Marginal in warm zone 10b). Full dormant pruning in June-July. If the vine has insufficient chill hours in a warm winter, budburst may be delayed or erratic."",""category"":""pruning""},{""timing"":1825,""activity"":""Harvest in May — chill hours determine quality"",""details"":""Adapted for zone 10b (Marginal in warm zone 10b). In zone 10a, chill hour shortfall in warm winters reduces fruit size and quality. In good chill years, excellent fruit quality is achievable."",""category"":""harvest""}]",2026-05-20 05:32:17.050995,0.9,Marginal in warm zone 10b,2026-05-20 05:32:17.050995+00,perennial_vine,Requires male and female plants (1 male per 8 females). Takes 4-5 years from planting to first crop. Requires 600-800 chill hours. Vigorous vine — strong permanent pergola or trellis essential.,False
36c96bce-1cd3-47a8-aef9-ad95036f869d,Lemon,12b,365,730,180,7,"[{""timing"":180,""activity"":""Check for Asian citrus psyllid and leafminer"",""details"":""Citrus leafminer (silvery serpentine trails in new leaves) is prevalent in warm zones. Apply horticultural oil sprays to new growth flushes. Asian citrus psyllid must be reported immediately — it is a regulated pest."",""category"":""pest""},{""timing"":365,""activity"":""Prune after flush to manage size"",""details"":""Lemon trees in subtropical and tropical zones grow vigorously. Annual pruning after the main crop maintains accessible height (3-4m). Remove crossing branches and thin dense canopy for airflow."",""category"":""pruning""},{""timing"":730,""activity"":""Begin harvesting as needed"",""details"":""In subtropical and tropical zones, lemons (especially Eureka) produce near continuously. Harvest ripe fruit promptly — in tropical conditions fruit left on the tree deteriorates faster than in cool zones."",""category"":""harvest""}]",2026-05-20 05:32:34.785151,0.95,Meyer lemon performs best in tropical conditions,2026-05-20 05:32:34.785151+00,perennial_tree,Most widely grown backyard citrus. Eureka and Lisbon varieties are nearly ever-bearing — fruit year-round in warm zones. Meyer lemon is a hybrid with softer acidity and more cold-tolerance.,False
36edb899-1d17-4977-90f7-95484887a68b,Lemon,8a,365,730,180,7,"[{""timing"":60,""activity"":""Apply citrus fertiliser with trace elements"",""details"":""Apply complete citrus fertiliser (including zinc, iron, manganese) in September. One application per year in cool zones is sufficient — avoid late-season feeding that stimulates frost-vulnerable new growth."",""category"":""fertilizing""},{""timing"":180,""activity"":""Install winter frost protection"",""details"":""Protect plants below -3°C with frost cloth. Container plants can be moved to a frost-free shed in extreme cold. Remove protection during the day. Young trees need more protection than established trees."",""category"":""planting""},{""timing"":365,""activity"":""Do minimal structural pruning"",""details"":""Remove dead wood and crossing branches after the coldest period passes (September). Avoid heavy pruning that removes fruiting wood — lemons fruit on young growth."",""category"":""pruning""},{""timing"":730,""activity"":""Harvest when yellow and slightly soft"",""details"":""In cool zones lemons may not achieve full yellow colour — partially green lemons are still ripe if they yield to light pressure and taste acidic. Harvest as needed year-round — they hold well on the tree."",""category"":""harvest""}]",2026-05-20 05:32:33.282184,0.75,Eureka lemon is marginally frost-tolerant — grow in container; Hard frost below -3°C is fatal,2026-05-20 05:32:33.282184+00,perennial_tree,Most widely grown backyard citrus. Eureka and Lisbon varieties are nearly ever-bearing — fruit year-round in warm zones. Meyer lemon is a hybrid with softer acidity and more cold-tolerance.,False
36ff47ec-61bf-417d-8070-12c7a4b6611e,Tomatoes,8a,21,70,60,2,"[{""timing"":35,""activity"":""Calcium-rich soil amendment and potassium at first flower"",""details"":""Apply dolomite lime (100g per plant) around the drip zone to prevent blossom end rot (calcium deficiency). At first flower, apply sulphate of potash (60g per plant). Consistent calcium and potassium are the two most important nutrients for fruit quality."",""category"":""fertilizing""},{""timing"":50,""activity"":""Remove laterals (side shoots) on indeterminate varieties"",""details"":""For tall/indeterminate varieties: remove all side shoots (laterals) growing in the \""armpit\"" between the main stem and a leaf. This keeps the plant to a single stem with maximum fruit size. Bush/determinate varieties: do not remove laterals — they are the fruiting structure."",""category"":""pruning""},{""timing"":70,""activity"":""Harvest when fully coloured and aromatic"",""details"":""Harvest when fully coloured and just yielding to gentle pressure. In cool zones, the season is short — harvest promptly. Green tomatoes picked before frost ripen well on a sunny windowsill. Do not refrigerate tomatoes — it destroys the flavour compounds."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,0.8,"Short season — quick-maturing varieties (Tigerella, Tommy Toe); Start indoors 8 weeks before last frost",2026-05-20 05:30:03.63292+00,annual_vegetable,Stop setting fruit when night temperatures exceed 30°C or drop below 10°C. Consistent watering prevents blossom end rot and fruit cracking.,False
37014bcf-17f8-4efc-a844-ffeb7cbcc983,Sweet Corn,9b,7,75,14,3,"[{""timing"":14,""activity"":""Apply nitrogen at knee height and shoulder height"",""details"":""When corn reaches knee height (30-40cm), apply blood and bone at 100g/m² or pelleted nitrogen fertiliser alongside the row. This is the critical \""knee-high by holiday\"" feed that drives cob development. Repeat at shoulder height."",""category"":""fertilizing""},{""timing"":30,""activity"":""Water at silking"",""details"":""Never allow soil to dry at silking (when the silks emerge from the cob tips). Moisture stress at silking causes unfilled kernels — the single most common cause of poor corn. Daily watering if needed during silk emergence."",""category"":""watering""},{""timing"":60,""activity"":""Check silk browning — harvest test"",""details"":""When silk turns brown and dry, the cobs are approaching maturity. Pull back the husk and pierce a kernel — if milky liquid squirts out, harvest immediately. Clear liquid = too early; no liquid (doughy) = too late. The milky stage lasts only 2-3 days."",""category"":""harvest""},{""timing"":75,""activity"":""Harvest at peak sweetness"",""details"":""Pick at milky stage. Twist and pull downward to detach from the stem. In cool zones, boil or refrigerate within 30 minutes of harvest — sugars convert to starch rapidly after picking. Supersweet varieties are more forgiving."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,0.95,October-January sowing,2026-05-20 02:37:16.231057+00,annual_vegetable,"Wind-pollinated — plant in blocks (4x4 minimum), not single rows. Milk stage lasts only 2-3 days — harvest at peak sweetness.",False
37408537-d52c-4bb3-99fa-1dd1e87fa085,Leek,11a,14,120,60,3,"[{""timing"":21,""activity"":""Earth up lightly around the base"",""details"":""Earth up once or twice — subtropical leeks do not develop the long blanched shaft of cool-zone crops due to faster growth and warmer soil."",""category"":""planting""},{""timing"":45,""activity"":""Apply liquid fertiliser (1 of 4)"",""details"":""In subtropical zones, fortnightly liquid feeding maintains growth better than granular monthly applications."",""category"":""fertilizing""},{""timing"":59,""activity"":""Apply liquid fertiliser (2 of 4)"",""details"":""In subtropical zones, fortnightly liquid feeding maintains growth better than granular monthly applications."",""category"":""fertilizing""},{""timing"":73,""activity"":""Apply liquid fertiliser (3 of 4)"",""details"":""In subtropical zones, fortnightly liquid feeding maintains growth better than granular monthly applications."",""category"":""fertilizing""},{""timing"":87,""activity"":""Apply liquid fertiliser (4 of 4)"",""details"":""In subtropical zones, fortnightly liquid feeding maintains growth better than granular monthly applications."",""category"":""fertilizing""},{""timing"":90,""activity"":""Harvest when shaft reaches 1.5cm"",""details"":""In warm zones, harvest at smaller size before quality declines. Do not leave in the ground as temperatures rise."",""category"":""harvest""},{""timing"":120,""activity"":""Complete harvest by September"",""details"":""All leeks should be pulled by September in subtropical zones before heat triggers bolting."",""category"":""harvest""}]",2026-05-20 05:31:42.362495,0.85,Cool dry season only — April to July,2026-05-20 05:31:42.362495+00,annual_vegetable,Slow-growing cool-season allium. Deep planting and earthing up blanches the white shaft — the primary eating part. More cold-tolerant than onions.,False
37b287fc-d56d-451d-87a2-645a80d6d779,Davidson Plum,9a,365,1825,30,3,"[{""timing"":60,""activity"":""Mulch deeply and water in dry periods"",""details"":""Apply 15cm organic mulch from trunk to drip line. Davidson Plum evolved in high-rainfall rainforest — it needs consistent moisture, especially in the first 3 years of establishment."",""category"":""planting""},{""timing"":180,""activity"":""Apply native plant fertiliser"",""details"":""Use a low-phosphorus native plant fertiliser (phosphorus toxicity kills many Australian natives). Apply in spring and summer. In cool zones, avoid late-season fertiliser that promotes frost-vulnerable new growth."",""category"":""fertilizing""},{""timing"":1095,""activity"":""Prune minimally for form"",""details"":""Davidson Plum naturally forms a multi-stemmed shrubby tree. Remove dead wood and crossing branches only. In cooler zones, avoid hard pruning — the tree grows slowly and regenerates slowly."",""category"":""pruning""},{""timing"":1825,""activity"":""Harvest fruit before birds take them"",""details"":""Dark purple-red berries are unmistakably ripe when deep in colour and soft. In cool zone conditions, the harvest window is short — birds and fruit bats find fruit quickly. Net if possible."",""category"":""harvest""}]",2026-05-20 05:32:30.23738,0.75,Sheltered position only — north-facing slope,2026-05-20 05:32:30.23738+00,perennial_tree,"Australian subtropical rainforest native. Takes 5-8 years to fruit from seed; 3-4 from cutting. Fruit is extremely sour (high vitamin C) — used in jams, sauces and beverages. Tolerates shade.",False
37f6729f-db5d-4139-8f0a-56b4914ea756,Papaya,10a,60,270,180,2,"[{""timing"":30,""activity"":""Select hermaphrodite plant"",""details"":""Once plants begin to flower (4-5 months), identify: male has thin stems with clusters of small flowers; female has large solitary flowers; hermaphrodite has flowers directly on the trunk — keep this plant. Remove males once identified."",""category"":""planting""},{""timing"":180,""activity"":""Remove low suckers to manage height"",""details"":""Papaya produces suckers at the base. Allow 1-2 low suckers to grow as replacements. When the main trunk reaches 2m, cut it back to 1m — the trunk will branch and produce a new growing tip at a manageable height."",""category"":""pruning""},{""timing"":365,""activity"":""Harvest when 30-50% yellow"",""details"":""Zone 10 papaya ripens slower than tropical equivalents. Harvest when 30-50% of the skin has turned yellow-orange. Ripen at room temperature — refrigerate only after cutting. Replace trees after 3-4 years as production declines."",""category"":""harvest""}]",2026-05-20 05:32:46.494267,0.8,Possible in warmest frost-free positions — Solo or Sunrise variety,2026-05-20 05:32:46.494267+00,perennial_tree,"Fast-growing tropical/subtropical tree. Short-lived (3-5 years productive). May include hermaphrodite, male or female plants from seed — hermaphrodite produces best fruit. Water-sensitive — do not waterlog.",False
38701602-3f4b-417e-87e1-3f8dbbc8c97c,Avocado,9a,365,1095,120,3,"[{""timing"":30,""activity"":""Install frost protection"",""details"":""Young avocados are killed at -2°C. Install a frame for frost cloth before first winter. Have cloth ready from May. Remove cloth during the day to prevent overheating."",""category"":""planting""},{""timing"":180,""activity"":""Apply avocado fertiliser"",""details"":""Apply zinc-containing complete fertiliser (avocados are very zinc-sensitive) in spring. Use 200-300g per year of tree age. Apply to drip line, not trunk."",""category"":""fertilizing""},{""timing"":365,""activity"":""Prune to manageable height"",""details"":""Keep trees to 4-5m for harvesting. Prune after fruiting in autumn. Remove any frost-damaged wood in spring after last frost risk."",""category"":""pruning""},{""timing"":1095,""activity"":""Harvest by squeeze test"",""details"":""Avocados do not ripen on the tree — they ripen after picking. Test one fruit; if it softens in 5-7 days on the bench, the crop is ready. Harvest all with a clean cut leaving the stem attached."",""category"":""harvest""}]",2026-05-20 05:32:44.291399,0.9,Plant in warmest microclimate available — north-facing wall preferred,2026-05-20 05:32:44.291399+00,perennial_tree,"Requires warm, frost-free conditions. Shallow roots are drought-sensitive. Type A and B varieties needed for pollination.",False
38b1d296-8691-41a6-9f29-2da136a2a347,Peppers,8b,21,80,45,3,"[{""timing"":45,""activity"":""Stake and apply potassium at first flower"",""details"":""Sulphate of potash at 40g/m² when first flower buds appear. In cool zones feed every 3 weeks to maximise the short growing season. Stake early — fruiting plants topple in wind."",""category"":""fertilizing""},{""timing"":70,""activity"":""Pick green to stimulate production"",""details"":""In cool zones the season is short. Harvest some fruit green to stimulate continued flowering rather than waiting for all fruit to ripen red. Each fruit left to ripen red on a cool-zone plant delays the production of several more fruits."",""category"":""harvest""},{""timing"":100,""activity"":""Harvest all before frost"",""details"":""Remove all remaining fruit before first autumn frost. Green peppers ripen to red if kept warm indoors. Do not compost plants without removing all fruit."",""category"":""harvest""}]",2026-05-20 02:37:16.231057,0.8,Warmest microclimate — against a heated north-facing wall,2026-05-20 02:37:16.231057+00,annual_vegetable,Warm-season crop. Requires warmth to germinate and fruit. Capsicum and Peppers are the same species (Capsicum annuum) — treated identically.,False
38e3a746-de08-48f9-80ef-5cdfb3b0d167,Davidson Plum,12b,365,1825,30,3,"[{""timing"":1095,""activity"":""Prune selectively to manage height"",""details"":""In tropical zones Davidson Plum grows vigorously — up to 10m if unmanaged. Annual post-harvest pruning to maintain height at 4-5m makes harvesting practical."",""category"":""pruning""},{""timing"":1825,""activity"":""Harvest before full ripeness for best processing"",""details"":""In tropical zones fruit may ripen in stages throughout the year. Harvest as berries turn deep purple-red, just before full softness — the fruit is more stable at this stage. Freeze excess immediately."",""category"":""harvest""}]",2026-05-20 05:32:31.306877,1.05,Natural habitat — best production,2026-05-20 05:32:31.306877+00,perennial_tree,"Australian subtropical rainforest native. Takes 5-8 years to fruit from seed; 3-4 from cutting. Fruit is extremely sour (high vitamin C) — used in jams, sauces and beverages. Tolerates shade.",False
391cc788-6453-4a87-9169-91e86392f498,Kiwifruit,12b,365,1825,30,3,"[{""timing"":60,""activity"":""Train single trunk"",""details"":""Adapted for zone 12b (Not suitable). Same structural training as cool zones — single trunk to trellis top in year 1. Side growth controlled rigorously."",""category"":""pruning""},{""timing"":365,""activity"":""Undertake aggressive summer pruning"",""details"":""Adapted for zone 12b (Not suitable). In zone 10a, vigorous growth from warm summers must be controlled by consistent summer pruning. Remove all non-fruiting growth from the fruiting zone."",""category"":""pruning""},{""timing"":730,""activity"":""Do a winter dormant prune"",""details"":""Adapted for zone 12b (Not suitable). Full dormant pruning in June-July. If the vine has insufficient chill hours in a warm winter, budburst may be delayed or erratic."",""category"":""pruning""},{""timing"":1825,""activity"":""Harvest in May — chill hours determine quality"",""details"":""Adapted for zone 12b (Not suitable). In zone 10a, chill hour shortfall in warm winters reduces fruit size and quality. In good chill years, excellent fruit quality is achievable."",""category"":""harvest""}]",2026-05-20 05:32:17.486747,0.0,Not suitable,2026-05-20 05:32:17.486747+00,perennial_vine,Requires male and female plants (1 male per 8 females). Takes 4-5 years from planting to first crop. Requires 600-800 chill hours. Vigorous vine — strong permanent pergola or trellis essential.,True
