place,state,climate,zone,tags,month,overview
Surry Hills,NSW,temperate,10b,urban_heat|inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Surry Hills,NSW,temperate,10b,urban_heat|inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Surry Hills,NSW,temperate,10b,urban_heat|inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Surry Hills,NSW,temperate,10b,urban_heat|inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Surry Hills,NSW,temperate,10b,urban_heat|inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Surry Hills,NSW,temperate,10b,urban_heat|inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Surry Hills,NSW,temperate,10b,urban_heat|inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Surry Hills,NSW,temperate,10b,urban_heat|inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Surry Hills,NSW,temperate,10b,urban_heat|inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Surry Hills,NSW,temperate,10b,urban_heat|inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Surry Hills,NSW,temperate,10b,urban_heat|inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Surry Hills,NSW,temperate,10b,urban_heat|inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sutherland,NSW,temperate,10b,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sutherland,NSW,temperate,10b,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sutherland,NSW,temperate,10b,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sutherland,NSW,temperate,10b,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sutherland,NSW,temperate,10b,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sutherland,NSW,temperate,10b,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sutherland,NSW,temperate,10b,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sutherland,NSW,temperate,10b,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sutherland,NSW,temperate,10b,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sutherland,NSW,temperate,10b,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sutherland,NSW,temperate,10b,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sutherland,NSW,temperate,10b,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sydney,NSW,temperate,10b,coastal,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sydney,NSW,temperate,10b,coastal,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Sydney,NSW,temperate,10b,coastal,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sydney,NSW,temperate,10b,coastal,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sydney,NSW,temperate,10b,coastal,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Sydney,NSW,temperate,10b,coastal,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sydney,NSW,temperate,10b,coastal,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sydney,NSW,temperate,10b,coastal,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Sydney,NSW,temperate,10b,coastal,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sydney,NSW,temperate,10b,coastal,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sydney,NSW,temperate,10b,coastal,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Sydney,NSW,temperate,10b,coastal,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Tamworth,NSW,temperate,10a,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Tamworth,NSW,temperate,10a,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Tamworth,NSW,temperate,10a,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Tamworth,NSW,temperate,10a,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Tamworth,NSW,temperate,10a,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Tamworth,NSW,temperate,10a,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Tamworth,NSW,temperate,10a,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Tamworth,NSW,temperate,10a,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Tamworth,NSW,temperate,10a,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Tamworth,NSW,temperate,10a,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Tamworth,NSW,temperate,10a,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Tamworth,NSW,temperate,10a,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Taree,NSW,temperate,10b,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Taree,NSW,temperate,10b,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Taree,NSW,temperate,10b,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Taree,NSW,temperate,10b,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Taree,NSW,temperate,10b,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Taree,NSW,temperate,10b,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Taree,NSW,temperate,10b,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Taree,NSW,temperate,10b,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Taree,NSW,temperate,10b,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Taree,NSW,temperate,10b,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Taree,NSW,temperate,10b,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Taree,NSW,temperate,10b,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Terrigal,NSW,temperate,10b,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Terrigal,NSW,temperate,10b,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Terrigal,NSW,temperate,10b,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Terrigal,NSW,temperate,10b,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Terrigal,NSW,temperate,10b,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Terrigal,NSW,temperate,10b,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Terrigal,NSW,temperate,10b,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Terrigal,NSW,temperate,10b,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Terrigal,NSW,temperate,10b,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Terrigal,NSW,temperate,10b,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Terrigal,NSW,temperate,10b,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Terrigal,NSW,temperate,10b,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Ulladulla,NSW,temperate,10a,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Ulladulla,NSW,temperate,10a,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Ulladulla,NSW,temperate,10a,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ulladulla,NSW,temperate,10a,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ulladulla,NSW,temperate,10a,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Ulladulla,NSW,temperate,10a,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ulladulla,NSW,temperate,10a,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ulladulla,NSW,temperate,10a,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Ulladulla,NSW,temperate,10a,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ulladulla,NSW,temperate,10a,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ulladulla,NSW,temperate,10a,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Ulladulla,NSW,temperate,10a,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wagga Wagga,NSW,cool,9b,inland,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Wagga Wagga,NSW,cool,9b,inland,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Wagga Wagga,NSW,cool,9b,inland,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wagga Wagga,NSW,cool,9b,inland,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wagga Wagga,NSW,cool,9b,inland,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wagga Wagga,NSW,cool,9b,inland,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wagga Wagga,NSW,cool,9b,inland,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wagga Wagga,NSW,cool,9b,inland,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wagga Wagga,NSW,cool,9b,inland,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wagga Wagga,NSW,cool,9b,inland,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wagga Wagga,NSW,cool,9b,inland,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wagga Wagga,NSW,cool,9b,inland,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Wauchope,NSW,temperate,10b,inland,January,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wauchope,NSW,temperate,10b,inland,February,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wauchope,NSW,temperate,10b,inland,March,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wauchope,NSW,temperate,10b,inland,April,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wauchope,NSW,temperate,10b,inland,May,"Autumn established. Prime time for cool-season crops: brassicas, lettuce, roots, peas, beans.

Plant seedlings and direct-sow freely. Garlic in April. Everything grows steadily as temperatures cool.

Clear summer crops. Empty beds should be mulched."
Wauchope,NSW,temperate,10b,inland,June,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wauchope,NSW,temperate,10b,inland,July,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wauchope,NSW,temperate,10b,inland,August,"Winter is cool to cold. Frosts vary by location.

Winter crops provide steady harvest. Kale, spinach, peas, beans, roots produce. Protect tender plantings.

Start spring seedlings indoors. Prepare beds."
Wauchope,NSW,temperate,10b,inland,September,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wauchope,NSW,temperate,10b,inland,October,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wauchope,NSW,temperate,10b,inland,November,"Spring arrives progressively. Frost risk decreases but may linger into early October.

Plant tender crops after last frost. Sow: carrots, lettuce, roots, herbs. Succession sow.

Growth accelerates through spring."
Wauchope,NSW,temperate,10b,inland,December,"Summer production solid. Tomatoes, beans, cucumbers, zucchini, pumpkins grow well with consistent water. Pick regularly.

Sow autumn crops in warm soil: carrots, beets, brassicas, lettuce establish quickly.

Water deeply morning. Mulch moderates temperature."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,January,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,February,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,March,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,April,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,May,"Autumn transitions fast. Cool nights arrive, autumn crops thrive.

Plant brassicas, lettuce, leeks, onions. Direct-sow roots, peas, spinach, beans. Garlic in April.

Clear summer crops promptly. Empty beds need compost."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,June,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,July,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,August,"Winter is cool but manageable. Occasional frosts, not constant.

Winter crops grow steadily. Spinach, kale, peas, beans, brassicas, roots produce regular harvest.

Start spring seedlings by August. Use quiet winter for planning."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,September,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,October,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,November,"Spring arrives progressively. Early spring carries frost risk but warmth increases.

Plant tender crops by late October after frost passes. Sow: carrots, lettuce, roots. Succession sow.

Growth accelerates week by week."
Wentworth Falls,NSW,cool,9a,alpine_highland|inland,December,"Summer is milder. Growth steady but cool nights limit heat-lovers. Keep picking.

Start brassica and lettuce seedlings indoors. Direct-sow carrots, beetroot, silverbeet, kale.

Water deeply morning. Mulch heavily."
